Date,Open,High,Low,Close,Adj Close,Volume

2023-05-01,344.049988,347.459991,340.369995,340.570007,330.131805,1375000
2023-05-02,339.010010,339.890015,330.000000,333.369995,323.152496,2397600
2023-05-03,332.359985,334.829987,328.250000,328.649994,318.577148,1825400
2023-05-04,325.950012,326.980011,318.559998,321.260010,311.413635,2965100
2023-05-05,325.059998,327.869995,322.420013,327.019989,316.997070,2412900
2023-05-08,329.640015,330.299988,325.670013,326.510010,316.502716,1607300
2023-05-09,325.040009,327.179993,323.299988,324.769989,314.816040,1253300
2023-05-10,329.920013,329.920013,319.079987,322.549988,312.664093,1752200
2023-05-11,319.660004,321.940002,318.179993,320.720001,310.890167,1515200
2023-05-12,322.040009,323.220001,317.320007,319.500000,309.707581,1098800
2023-05-15,320.420013,323.250000,318.059998,322.070007,312.198822,1178200
2023-05-16,322.500000,323.070007,320.500000,320.809998,310.977417,1618900
2023-05-17,322.660004,330.390015,322.660004,330.179993,320.060242,2098100
2023-05-18,330.000000,330.600006,325.660004,329.579987,319.478638,1645400
2023-05-19,330.000000,331.950012,324.790009,326.149994,316.153748,1545600
2023-05-22,326.149994,327.339996,322.429993,324.920013,314.961487,1498900
2023-05-23,323.600006,327.140015,322.809998,323.570007,313.652832,1550900
2023-05-24,320.390015,321.899994,318.799988,319.809998,310.008087,1439100
2023-05-25,318.920013,325.179993,318.799988,323.880005,313.953339,1618500
2023-05-26,324.720001,332.869995,324.000000,332.010010,321.834167,2718700
2023-05-30,332.079987,332.529999,327.730011,330.829987,320.690308,1998600
2023-05-31,326.070007,327.250000,321.820007,323.899994,316.363403,2938000
2023-06-01,324.510010,324.679993,314.019989,316.399994,309.037903,3339700
2023-06-02,318.239990,325.269989,317.049988,323.649994,316.119202,3987700
2023-06-05,322.929993,323.489990,320.320007,321.809998,314.322052,1462900
2023-06-06,322.429993,328.070007,321.399994,326.799988,319.195892,1495600
2023-06-07,327.640015,337.839996,326.320007,335.750000,327.937653,3382700
2023-06-08,335.359985,336.329987,331.339996,335.470001,327.664185,2009500
2023-06-09,335.209991,336.200012,332.540009,336.019989,328.201355,1702100
2023-06-12,338.440002,340.089996,336.350006,339.489990,331.590637,2290800
2023-06-13,340.200012,345.279999,339.450012,342.500000,334.530609,1772400
2023-06-14,344.779999,347.730011,337.230011,338.420013,330.545563,1819400
2023-06-15,337.320007,344.000000,335.700012,339.739990,331.834808,3322700
2023-06-16,341.380005,341.399994,337.109985,338.309998,330.438080,4542800
2023-06-20,335.320007,335.380005,329.230011,330.720001,323.024719,3208100
2023-06-21,328.450012,330.000000,324.920013,325.070007,317.506195,2158700
2023-06-22,323.690002,324.260010,319.010010,319.579987,312.143921,2409100
2023-06-23,316.559998,317.709991,314.070007,314.709991,307.387238,2609200
2023-06-26,315.130005,316.640015,312.170013,312.359985,305.091919,2481000
2023-06-27,312.410004,315.679993,310.559998,313.450012,306.156555,2156800
2023-06-28,311.720001,314.899994,310.690002,313.660004,306.361694,2423500
2023-06-29,317.850006,325.500000,316.250000,323.089996,315.572235,3553600
2023-06-30,325.820007,326.029999,322.450012,322.540009,315.035034,2361200
2023-07-03,322.410004,329.399994,322.410004,326.609985,319.010315,1106800
2023-07-05,323.950012,324.609985,319.630005,320.049988,312.602936,2561000
2023-07-06,318.000000,318.640015,312.839996,313.000000,305.717010,2896900
2023-07-07,313.200012,317.369995,312.700012,315.170013,307.836548,2901200
2023-07-10,316.670013,320.079987,316.000000,316.470001,309.106293,1775800
2023-07-11,318.829987,321.040009,314.579987,320.880005,313.413666,2042600
2023-07-12,324.579987,333.350006,324.250000,326.399994,318.805206,2741300
2023-07-13,327.350006,329.279999,325.690002,328.679993,321.032166,2787800
2023-07-14,331.989990,332.480011,325.019989,326.190002,318.600128,1814800
2023-07-17,325.890015,327.489990,324.359985,327.200012,319.586639,1777400
2023-07-18,327.299988,338.250000,327.299988,337.269989,329.422302,3899100
2023-07-19,338.000000,345.880005,331.299988,340.549988,332.626007,6037400
2023-07-20,339.160004,351.679993,339.160004,350.859985,342.696075,3915000
2023-07-21,351.779999,355.079987,346.779999,351.959991,343.770508,3216300
2023-07-24,352.829987,361.619995,352.000000,358.929993,350.578308,3517500
2023-07-25,357.420013,360.820007,353.980011,354.700012,346.446747,2893000
2023-07-26,354.489990,360.260010,354.279999,357.559998,349.240173,2281600
2023-07-27,358.130005,360.540009,354.170013,354.510010,346.261169,2010800
2023-07-28,356.109985,356.500000,351.609985,353.230011,345.010956,1827400
2023-07-31,354.880005,357.200012,354.019989,355.869995,347.589508,1385500
2023-08-01,354.000000,357.869995,353.390015,357.720001,349.396484,2024300
2023-08-02,354.989990,354.989990,348.869995,351.100006,342.930511,2106600
2023-08-03,349.989990,355.209991,348.619995,353.160004,344.942566,1840400
2023-08-04,353.339996,358.730011,352.510010,353.220001,345.001190,1724700
2023-08-07,355.399994,357.670013,353.920013,355.559998,347.286743,1260300
2023-08-08,351.700012,352.000000,342.029999,348.260010,340.156586,1917300
2023-08-09,346.820007,348.459991,342.489990,342.690002,334.716187,1326000
2023-08-10,344.070007,347.260010,339.799988,340.399994,332.479462,1345900
2023-08-11,339.929993,341.790009,337.549988,340.730011,332.801788,1256800
2023-08-14,337.410004,338.450012,334.859985,337.739990,329.881378,1347000
2023-08-15,333.299988,334.029999,330.480011,332.209991,324.480042,1657800
2023-08-16,330.540009,332.920013,328.970001,329.109985,321.452148,3340300
2023-08-17,330.000000,333.989990,324.000000,327.519989,319.899170,3135200
2023-08-18,324.320007,327.619995,323.200012,324.929993,317.369415,1730100
2023-08-21,325.390015,326.390015,319.390015,322.059998,314.566223,1983500
2023-08-22,322.480011,322.640015,318.309998,318.790009,311.372284,1810300
2023-08-23,320.619995,322.450012,318.000000,322.329987,314.829926,1429000
2023-08-24,322.149994,327.489990,319.510010,319.959991,312.515076,1185600
2023-08-25,320.799988,322.720001,318.190002,320.149994,312.700653,1159600
2023-08-28,321.339996,326.600006,321.339996,325.970001,318.385223,1440100
2023-08-29,325.559998,332.700012,324.679993,332.549988,324.812103,1831700
2023-08-30,330.000000,331.910004,327.649994,328.579987,323.610565,1131500
2023-08-31,329.410004,330.489990,325.959991,327.709991,322.753723,1271100
2023-09-01,329.670013,331.619995,326.209991,327.399994,322.448425,1201400
2023-09-05,327.339996,328.480011,322.630005,323.750000,318.853607,1846000
2023-09-06,322.309998,324.140015,319.309998,321.130005,316.273254,2120800
2023-09-07,320.619995,324.220001,320.130005,321.959991,317.090698,1471100
2023-09-08,321.920013,325.970001,321.660004,325.519989,320.596832,2026400
2023-09-11,328.260010,330.149994,324.290009,324.649994,319.740021,1283100
2023-09-12,324.010010,335.279999,324.000000,330.899994,325.895508,2054700
2023-09-13,333.500000,337.010010,330.820007,334.980011,329.913788,2165000
2023-09-14,339.000000,345.119995,336.850006,344.570007,339.358765,2822700
2023-09-15,345.149994,346.190002,341.859985,342.540009,337.359467,3058800
2023-09-18,342.540009,344.260010,339.269989,343.320007,338.127655,1356600
2023-09-19,343.459991,344.970001,337.970001,341.890015,336.719299,1660200
2023-09-20,342.609985,343.799988,336.290009,336.700012,331.607788,1224400
2023-09-21,334.500000,334.690002,330.079987,330.239990,325.245453,1685100
2023-09-22,330.100006,331.540009,326.829987,327.890015,322.931030,1669100
2023-09-25,327.070007,329.290009,325.279999,328.839996,323.866638,833300
2023-09-26,325.609985,327.429993,322.420013,323.820007,318.922577,1481800
2023-09-27,324.980011,325.000000,318.980011,321.950012,317.080841,1493000
2023-09-28,320.209991,326.839996,320.209991,325.200012,320.281708,1389600
2023-09-29,327.200012,327.959991,322.269989,323.570007,318.676361,1403900
2023-10-02,322.029999,323.579987,317.100006,318.500000,313.683044,1303800
2023-10-03,315.269989,315.679993,304.390015,306.119995,301.490234,3118600
2023-10-04,304.850006,309.059998,303.480011,308.600006,303.932770,1872000
2023-10-05,307.359985,310.549988,304.209991,310.500000,305.804016,1584600
2023-10-06,308.109985,315.320007,307.170013,312.480011,307.754089,1595100
2023-10-09,308.899994,313.480011,308.369995,312.609985,307.882080,1094400
2023-10-10,314.470001,316.850006,312.290009,314.769989,310.009430,1193800
2023-10-11,315.429993,316.630005,311.600006,313.019989,308.285889,1672500
2023-10-12,314.149994,314.250000,308.019989,309.850006,305.163849,1727700
2023-10-13,312.000000,316.179993,308.170013,309.299988,304.622162,1785200
2023-10-16,313.179993,315.899994,310.250000,314.390015,309.635223,2273900
2023-10-17,313.380005,316.179993,305.910004,309.359985,304.681244,4123000
2023-10-18,307.000000,307.220001,301.480011,301.959991,297.393188,3460300
2023-10-19,301.959991,305.339996,298.630005,299.190002,294.665070,3211800
2023-10-20,298.500000,303.250000,298.100006,300.049988,295.512054,2328700
2023-10-23,298.290009,303.549988,298.190002,299.220001,294.694611,2959800
2023-10-24,300.000000,303.100006,299.079987,299.179993,294.655212,1697100
2023-10-25,298.600006,300.000000,295.029999,296.760010,292.271851,1809300
2023-10-26,296.959991,300.140015,294.779999,296.989990,292.498352,2011200
2023-10-27,297.549988,298.269989,289.359985,289.910004,285.525421,2601700
2023-10-30,293.450012,301.809998,293.290009,300.829987,296.280243,3065200
2023-10-31,301.679993,304.290009,300.700012,303.609985,299.018188,2611000
2023-11-01,303.329987,308.250000,302.839996,307.160004,302.514557,2345400
2023-11-02,309.690002,314.540009,308.000000,313.760010,309.014740,2597000
2023-11-03,318.459991,329.329987,317.929993,327.619995,322.665100,3740800
2023-11-06,326.660004,328.899994,322.100006,323.910004,319.011200,2087600
2023-11-07,322.130005,326.390015,321.290009,323.950012,319.050598,1505000
2023-11-08,323.950012,326.660004,323.670013,324.559998,319.651398,1484400
2023-11-09,326.000000,326.649994,319.660004,320.779999,315.928528,1787900
2023-11-10,323.320007,326.059998,321.649994,325.510010,320.587036,1781400
2023-11-13,324.160004,328.720001,323.529999,326.910004,321.965851,1403300
2023-11-14,333.529999,341.779999,332.470001,338.720001,333.597229,3592700
2023-11-15,339.899994,341.079987,335.339996,337.600006,332.494171,2534500
2023-11-16,337.760010,339.750000,335.010010,336.670013,331.578217,1620400
2023-11-17,339.500000,340.450012,338.119995,339.190002,334.060120,1465200
2023-11-20,340.000000,341.320007,337.500000,339.450012,334.316193,3146000
2023-11-21,338.359985,339.089996,334.549988,334.970001,329.903931,1900900
2023-11-22,336.940002,338.910004,335.369995,338.640015,333.518433,1235200
2023-11-24,338.799988,340.269989,337.640015,339.149994,334.020691,460100
2023-11-27,339.190002,340.019989,335.739990,337.709991,332.602478,1250500
